"sku","name","category","subcategory","price","currency","stock_quantity","materials","colors","dimensions_length","dimensions_width","dimensions_height","dimensions_unit","packaging_dimensions","min_doorway_clearance","assembly_required","weight_capacity","customization_options","bulk_discount_threshold","description","care_instructions","warranty_info","return_policy","shipping_info","permalink","image_urls"
"01-6103","LED Light Spot Ф75*75mm/7w/3000k/White+Grey","Lighting","Lighting Fixture",450.0,"BDT",5,"Aluminium","Grey, White","","","","inches","","","No - Fully assembled.","","","","Engineered for Performance &amp; Comfort Upgrade your ceiling lighting with the Leading Edge 01-6103 LED Spot Light . This fixture is designed for those who prioritize both aesthetics and longevity. It combines a clean white bezel that blends effortlessly into your ceiling with a robust grey aluminum body engineered for maximum heat dissipation. Key Features Deep Anti-Glare Design: The light source is recessed deep within the white housing, significantly reducing glare and eye strain. This creates a ""quiet"" ceiling effect where the light is felt but the source is not obtrusive. Advanced Thermal Management: Unlike standard plastic downlights, this model features a specialized grey aluminum finned heat sink . This efficient cooling design ensures the LED chip remains at an optimal temperature, extending the bulb's lifespan and maintaining consistent brightness. External Driver Included: The unit comes with a dedicated external LED driver connected via a quick-connect cable, ensuring stable power delivery and easy maintenance. Warm &amp; Inviting Glow: Emitting a 3000K Warm White light, this 7W spot is perfect for creating a relaxing ambiance in bedrooms, living rooms, hotel corridors, and restaurants. Secure Installation: Equipped with strong spring clips for a secure and flush fit into false ceilings.","","","","","https://leadingedge.com.bd/product/led-light-spot-%d1%847575mm-7w-3000k-whitegrey-01-6103/","https://leadingedge.com.bd/wp-content/uploads/2024/02/01-6103-c.jpg"
"01-6104","LED Light Spot Ф75*90mm/12w/3000k/White+Black","Lighting","Lighting Fixture",850.0,"BDT",5,"Aluminium","Black, White","","","","inches","","","No - Fully assembled.","","","","Focused Power &amp; Visual Comfort The Leading Edge 01-6104 is a premium lighting solution designed for spaces that demand both high brightness and exceptional visual comfort. Unlike standard flat downlights, this fixture features an elongated 90mm body that recesses the LED chip deep into the ceiling. This ""Dark Light"" technology ensures that the light source is invisible from normal viewing angles, eliminating glare while delivering a powerful beam of focused light. Key Features Superior Anti-Glare (Deep Cutoff): The defining feature is the deep cylindrical housing (90mm height). This design traps stray light and focuses the beam downwards, ensuring the ceiling remains ""quiet"" and glare-free, even in high-output applications. High-Power 12W Performance: With 12 Watts of power, this model offers significantly more punch than standard residential spots, making it ideal for higher ceilings, retail displays, or highlighting architectural features. Dual-Tone Construction: The visible bezel is finished in matte white to match standard ceilings, while the concealed heat sink body is finished in black. This black interior further aids in absorbing scattered light and enhancing the anti-glare effect. Heavy-Duty Aluminum Heat Sink: The extended body is crafted from high-quality aluminum, serving as a massive heat sink. This keeps the high-power LED cool, preventing brightness degradation and ensuring a long operational life. Warm &amp; Cozy Atmosphere: Despite its professional power, it emits a 3000K Warm White glow, maintaining a welcoming and comfortable ambiance for hotels, restaurants, and luxury homes.","","","","","https://leadingedge.com.bd/product/led-light-spot-%d1%847590mm-12w-3000k-whiteblack-01-6104/","https://leadingedge.com.bd/wp-content/uploads/2024/02/01-6104-b.jpg"
"01-6105","Celling Light Spot/Sensor Ф90*80mm/12w/3000k/White","Lighting","Lighting Fixture",2800.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/celling-light-spot-sensor-90-80mm-12w-3000k-white/",""
"01-6106","Track Light Ф50*130mm/10w/3000k/White","Kitchenware","Dish Rack",990.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/track-light-50-130mm-10w-3000k-white/",""
"01-6107","Track Light Ф65*157mm/20w/3000k/White","Kitchenware","Dish Rack",1590.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/track-light-65-157mm-20w-3000k-white/",""
"01-6108","Track Light Ф75*180mm/30w/3000k/White","Kitchenware","Dish Rack",1975.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/track-light-75-180mm-30w-3000k-white/",""
"01-6109","LED Light Spot Cabinet Ф60*15mm/3w/3000k/White","Lighting","Lighting Fixture",450.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/led-light-spot-cabinet-60-15mm-3w-3000k-white/",""
"01-6110","LED Light Spot Ф52*25mm/3w/3000k/White","Lighting","Lighting Fixture",250.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/led-light-spot-52-25mm-3w-3000k-white/",""
"01-6201","LED Silicone Flexible Strip Light 2835-48LED-3000K/18W/5mtr Roll","Lighting","Lighting Fixture",2420.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Silicone Flexible Strip Light 2. Power: 1 meter⪬ 18w 3. CCT: 3000k 4. IP code: 16*16mm 5. Length: 5 meter roll 6. One Side Light + Bend all side","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-2835-48led-3000k-18w-5mtr-roll/",""
"01-6202","LED Silicone Flexible Strip Light 3000K/10W/100mtr Roll","Lighting","Lighting Fixture",300.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Silicone Flexible Strip Light 2. Power: 1 meter⪬ 10w 3. CCT: 3000k 4. IP code: 10*10mm 5. Length: 100 meter roll 6. Frontal illumination","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-3000k-10w-100mtr-roll/",""
"01-6203","LED Silicone Flexible Strip Light 3000K/10W/100mtr Roll","Lighting","Lighting Fixture",300.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Silicone Flexible Strip Light 2. Power: 1 meter⪬ 10w 3. CCT: 3000k 4. IP code: 10*10mm 5. Length: 100 meter roll 6. Positive light-emitting with edges","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-3000k-10w-100mtr-roll/",""
"01-6204","LED Silicone Flexible Strip Light 3000K/10W/100mtr Roll","Lighting","Lighting Fixture",300.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Silicone Flexible Strip Light 2. Power: 1 meter⪬ 10w 3. CCT: 3000k 4. IP code: 10*10mm 5. Length: 100 meter roll 6. Lateral emission","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-3000k-10w-100mtr-roll/",""
"01-6205","LED Silicone Flexible Strip Light 3000K/10W/100mtr Roll","Lighting","Lighting Fixture",300.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Silicone Flexible Strip Light 2. Power: 1 meter⪬ 10w 3. CCT: 3000k 4. IP code: 10*10mm 5. Length: 100 meter roll 6. Three-Sided luminescence","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-3000k-10w-100mtr-roll/",""
"01-6206","LED Silicone Flexible Strip Light Aluminium Frame","Aluminium Profile","Aluminium Profile",3100.0,"BDT",5,"Aluminium","Black","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","","","","","","https://leadingedge.com.bd/product/led-silicone-flexible-strip-light-aluminium-frame/",""
"01-6207","LED Strip Light 8mm-24V COB-320LED-3000K/12W/10mtr Roll","Lighting","Lighting Fixture",200.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Flexible Strips 2. Power: 1 meter⪬ 12w 3. CCT: 3000k 4. IP code: 8mm 5. Length: 10 meter roll","","","","","https://leadingedge.com.bd/product/led-strip-light-8mm-24v-cob-320led-3000k-12w-10mtr-roll/",""
"01-62071","LED Strip Light 8mm-24V COB-320LED-3000K/10W/10mtr Roll","Lighting","Lighting Fixture",200.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Flexible Strips 2. Power: 1 meter⪬ 12w 3. CCT: 3000k 4. IP code: 8mm 5. Length: 10 meter roll","","","","","https://leadingedge.com.bd/product/led-strip-light-8mm-24v-cob-320led-3000k-10w-10mtr-roll/",""
"01-6208","LED Strip Light 10mm-COB-608LED-3000K+6500K/15W/5mtr Roll","Lighting","Lighting Fixture",2125.0,"BDT",5,"","","","","","inches","","","No - Fully assembled.","","","","1. LED Flexible Strips 2. Power: 1 meter⪬ 15w 3. CCT: 3000k+6500k 4. IP code: 10mm 5. Length: 5 meter roll 6. Three Color Light","","","","","https://leadingedge.com.bd/product/led-strip-light-10mm-cob-608led-3000k-6500k-15w-5mtr-roll/",""
"01-6209","LED Strip Light 8mm-24V 2835-120LED-Blue/9W/10mtr Roll","Lighting","Lighting Fixture",4250.0,"BDT",5,"","Blue","","","","inches","","","No - Fully assembled.","","","","1. LED Flexible Strips 2. Power: 1 meter⪬ 9w 3. CCT: Blue 4. IP code: 8mm 5. Length: 10 meter roll","","","","","https://leadingedge.com.bd/product/led-strip-light-8mm-24v-2835-120led-blue-9w-10mtr-roll/",""
"01-6210","LED Driver JEL-12W-24V (1 Meters)","Lighting","Lighting Fixture",475.0,"BDT",5,"","White","","","","inches","","","No - Fully assembled.","","","","1. LED Driver LF-SK2424-1A 2. In Put: 180-260V 50Hz 3. Out Put: DC24V 24W 4. Load: 2 meter 5. Size: L86xW39xH21mm 6. Color: White","","","","","https://leadingedge.com.bd/product/led-driver-jel-12w-24v-1-meters/",""
